"ID","Purchase-date","Date","Time","Quarter","Qtr","Year","Month","Date","Special Day","Online Sale Offers ","Day","Weekend","Morning","Afternoon","Evening","Night","Gender","Customer ID","Gender
F=1665
M=1815","Product-Name","Item-Status","Quantity","Currency","Item Price","Shipping-Price","Ship-City","Ship-State","Ship-Postal-Code","Category","Total_
amount","Author ","Publication","Profit Percentage
 (%)","Profit (INR)","Cost Price","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1417","2019-04-04T19:10:26+00:00","4/4/2019","7:10 PM","2019 - Q2","2","2019","4","4","0","0","4","0","0","0","1","0","0","B07FWVBST","M","Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644","Shipped","1","INR","108","70","BENGALURU","KARNATAKA","560037","school","178","NCERT","National Council of Education Research and Training","18","19.44","88.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1418","2019-04-04T19:11:20+00:00","4/4/2019","7:11 PM","2019 - Q2","2","2019","4","4","0","0","4","0","0","0","1","0","1","B07FWVZTQ","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","NEW DELHI","DELHI","110053","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1419","2019-04-04T19:56:43+00:00","4/4/2019","7:56 PM","2019 - Q2","2","2019","4","4","0","0","4","0","0","0","1","0","0","B07FWXATV","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","LUDHIANA","PUNJAB","141001","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1420","2019-04-05T00:50:04+00:00","4/5/2019","12:50 AM","2019 - Q2","2","2019","4","5","0","0","5","0","0","0","0","1","0","B07FWWVTU","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","HYDERABAD","TELANGANA","500057","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1421","2019-04-05T04:34:36+00:00","4/5/2019","4:34 AM","2019 - Q2","2","2019","4","5","0","0","5","0","0","0","0","1","1","B07FWVWWV","F","Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644","Shipped","1","INR","108","70","THANE","MAHARASHTRA","400615","school","178","NCERT","National Council of Education Research and Training","18","19.44","88.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1422","2019-04-05T04:34:36+00:00","4/5/2019","4:34 AM","2019 - Q2","2","2019","4","5","0","0","5","0","0","0","0","1","1","B07FWVYXZ","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","70","MUMBAI","MAHARASHTRA","400075","school","161","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1423","2019-04-05T09:28:01+00:00","4/5/2019","9:28 AM","2019 - Q2","2","2019","4","5","0","0","5","0","1","0","0","0","0","B07FWYWVQ","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","MOHALI","PUNJAB","140301","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1424","2019-04-05T10:28:50+00:00","4/5/2019","10:28 AM","2019 - Q2","2","2019","4","5","0","0","5","0","1","0","0","0","1","B07FWWYUW","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","BENGALURU","KARNATAKA","560085","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1425","2019-04-05T13:40:24+00:00","4/5/2019","1:40 PM","2019 - Q2","2","2019","4","5","0","0","5","0","0","1","0","0","0","B07FWWWYV","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","PANDHARPUR","MAHARASHTRA","413304","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1426","2019-04-05T14:22:41+00:00","4/5/2019","2:22 PM","2019 - Q2","2","2019","4","5","0","0","5","0","0","1","0","0","0","B07FWYART","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","UTTAR BAGDOGRA","WEST BENGAL","734014","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1427","2019-04-05T15:17:00+00:00","4/5/2019","3:17 PM","2019 - Q2","2","2019","4","5","0","0","5","0","0","1","0","0","1","B07FWYZYY","F","Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644","Shipped","1","INR","108","90","BENGALURU","KARNATAKA","560016","school","198","NCERT","National Council of Education Research and Training","18","19.44","88.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1428","2019-04-05T15:46:15+00:00","4/5/2019","3:46 PM","2019 - Q2","2","2019","4","5","0","0","5","0","0","1","0","0","1","B07FWVZQY","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","GREATER NOIDA","UTTAR PRADESH","201310","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1429","2019-04-05T16:31:10+00:00","4/5/2019","4:31 PM","2019 - Q2","2","2019","4","5","0","0","5","0","0","0","1","0","0","B07FWVXVS","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","NEW DELHI","DELHI","110025","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1430","2019-04-05T16:34:11+00:00","4/5/2019","4:34 PM","2019 - Q2","2","2019","4","5","0","0","5","0","0","0","1","0","0","B07FWWAVV","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","GURUGRAM","HARYANA","122001","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1431","2019-04-05T16:38:39+00:00","4/5/2019","4:38 PM","2019 - Q2","2","2019","4","5","0","0","5","0","0","0","1","0","1","B07FWXTUY","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","Gurgaon","HARYANA","122011","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1432","2019-04-05T17:15:24+00:00","4/5/2019","5:15 PM","2019 - Q2","2","2019","4","5","0","0","5","0","0","0","1","0","0","B07FWXSXW","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","TIRUCHIRAPPALLI","TAMIL NADU","620026","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1433","2019-04-05T18:06:41+00:00","4/5/2019","6:06 PM","2019 - Q2","2","2019","4","5","0","0","5","0","0","0","1","0","1","B07FWXXQS","F","Science Textbook for Class - 6  - 652","Shipped","2","INR","182","140","Kolkata","WEST BENGAL","700031","school","322","NCERT","National Council of Education Research and Training","18","32.76","149.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1434","2019-04-05T18:21:51+00:00","4/5/2019","6:21 PM","2019 - Q2","2","2019","4","5","0","0","5","0","0","0","1","0","0","B07FWWZSZ","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","KANKIPADU","ANDHRA PRADESH","521151","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1435","2019-04-06T03:49:23+00:00","4/6/2019","3:49 AM","2019 - Q2","2","2019","4","6","0","0","6","0","0","0","0","1","0","B07FWYARX","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","BIDHAN NAGAR","WEST BENGAL","700091","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1436","2019-04-06T04:10:36+00:00","4/6/2019","4:10 AM","2019 - Q2","2","2019","4","6","0","0","6","0","0","0","0","1","0","B07FWWVWV","M","Bal RamKatha - TextBook in Hindi for Class - 6  - 645","Shipped","1","INR","155","90","KARWAR","KARNATAKA","581400","School","245","NCERT","National Council of Education Research and Training (2014)","18","27.9","127.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1437","2019-04-06T05:08:41+00:00","4/6/2019","5:08 AM","2019 - Q2","2","2019","4","6","0","0","6","0","0","0","0","1","0","B07FWXAWX","M","Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644","Shipped","1","INR","108","90","NEW PANVEL","MAHARASHTRA","410206","school","198","NCERT","National Council of Education Research and Training","18","19.44","88.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1438","2019-04-06T11:51:12+00:00","4/6/2019","11:51 AM","2019 - Q2","2","2019","4","6","0","0","6","0","1","0","0","0","0","B07FWWXXU","M","Bal RamKatha - TextBook in Hindi for Class - 6  - 645","Shipped","1","INR","155","70","Chennai","TAMIL NADU","600096","School","225","NCERT","National Council of Education Research and Training (2014)","18","27.9","127.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1439","2019-04-06T11:51:12+00:00","4/6/2019","11:51 AM","2019 - Q2","2","2019","4","6","0","0","6","0","1","0","0","0","1","B07FWXTQU","F","Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644","Shipped","1","INR","108","70","Chennai","TAMIL NADU","600096","school","178","NCERT","National Council of Education Research and Training","18","19.44","88.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1440","2019-04-06T13:10:28+00:00","4/6/2019","1:10 PM","2019 - Q2","2","2019","4","6","0","0","6","0","0","1","0","0","1","B07FWXSVX","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","PATNA","BIHAR","801105","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1441","2019-04-06T18:29:58+00:00","4/6/2019","6:29 PM","2019 - Q2","2","2019","4","6","0","0","6","0","0","0","1","0","1","B07FWWBUW","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","MYSURU","KARNATAKA","570003","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1442","2019-04-07T03:22:26+00:00","4/7/2019","3:22 AM","2019 - Q2","2","2019","4","7","0","0","7","0","0","0","0","1","0","B07FWVYVS","M","Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755","Shipped","1","INR","85.78","90","FARIDABAD","HARYANA","121003","school","175.78","NCERT","National Council of Education Research and Training","18","15.4404","70.3396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1443","2019-04-07T04:11:16+00:00","4/7/2019","4:11 AM","2019 - Q2","2","2019","4","7","0","0","7","0","0","0","0","1","0","B07FWVXQS","M","Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649","Shipped","1","INR","97","90","MAHOOR","MAHARASHTRA","431721","school","187","NCERT","National Council of Education Research and Training","18","17.46","79.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1444","2019-04-07T04:50:47+00:00","4/7/2019","4:50 AM","2019 - Q2","2","2019","4","7","0","0","7","0","0","0","0","1","1","B07FWWARU","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","MOHALI","PUNJAB","160071","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1445","2019-04-07T05:00:58+00:00","4/7/2019","5:00 AM","2019 - Q2","2","2019","4","7","0","0","7","0","0","0","0","1","1","B07FWVYTU","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","RISHIKESH","UTTARAKHAND","249201","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1446","2019-04-07T05:10:14+00:00","4/7/2019","5:10 AM","2019 - Q2","2","2019","4","7","0","0","7","0","0","0","0","1","1","B07FWWUXS","F","Bal RamKatha - TextBook in Hindi for Class - 6  - 645","Shipped","2","INR","310","140","gandhinagar","GUJARAT","382421","School","450","NCERT","National Council of Education Research and Training (2014)","18","55.8","254.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1447","2019-04-07T05:41:59+00:00","4/7/2019","5:41 AM","2019 - Q2","2","2019","4","7","0","0","7","0","0","0","0","1","0","B07FWXTUQ","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","CHENNAI","TAMIL NADU","600128","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1448","2019-04-07T05:45:16+00:00","4/7/2019","5:45 AM","2019 - Q2","2","2019","4","7","0","0","7","0","0","0","0","1","0","B07FWVUTZ","M","Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755","Shipped","1","INR","85.78","90","MUMBAI","MAHARASHTRA","400077","school","175.78","NCERT","National Council of Education Research and Training","18","15.4404","70.3396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1449","2019-04-07T06:05:36+00:00","4/7/2019","6:05 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","1","B07FWVBYX","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","HYDERABAD","TELANGANA","500049","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1450","2019-04-07T06:10:25+00:00","4/7/2019","6:10 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","0","B07FWVVSW","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","SIRSA","HARYANA","125055","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1451","2019-04-07T06:17:26+00:00","4/7/2019","6:17 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","1","B07FWWBQY","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","GREATER NOIDA","UTTAR PRADESH","201308","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1452","2019-04-07T06:39:15+00:00","4/7/2019","6:39 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","0","B07FWWTRZ","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","CHENNAI","TAMIL NADU","600122","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1453","2019-04-07T06:42:05+00:00","4/7/2019","6:42 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","1","B07FWYATS","F","Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755","Shipped","1","INR","85.78","90","Dombivli (East)","MAHARASHTRA","421201","school","175.78","NCERT","National Council of Education Research and Training","18","15.4404","70.3396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1454","2019-04-07T06:44:39+00:00","4/7/2019","6:44 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","1","B07FWVVYS","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","GURUGRAM","HARYANA","122001","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1455","2019-04-07T06:46:23+00:00","4/7/2019","6:46 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","1","B07FWWSQT","F","Bal RamKatha - TextBook in Hindi for Class - 6  - 645","Shipped","1","INR","155","70","Mumbai","MAHARASHTRA","400071","School","225","NCERT","National Council of Education Research and Training (2014)","18","27.9","127.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1456","2019-04-07T06:46:23+00:00","4/7/2019","6:46 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","1","B07FWVAWW","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","70","Mumbai","MAHARASHTRA","400071","school","161","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1457","2019-04-07T07:27:09+00:00","4/7/2019","7:27 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","0","B07FWXTXV","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","Bolpur","WEST BENGAL","731204","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1458","2019-04-07T07:54:06+00:00","4/7/2019","7:54 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","0","B07FWWUTZ","M","Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755","Shipped","1","INR","85.78","90","GREATER NOIDA","UTTAR PRADESH","201308","school","175.78","NCERT","National Council of Education Research and Training","18","15.4404","70.3396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1459","2019-04-07T08:49:10+00:00","4/7/2019","8:49 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","0","B07FWXXRS","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","SORO","ODISHA","756045","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1460","2019-04-07T09:28:25+00:00","4/7/2019","9:28 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","1","B07FWWXYS","F","Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755","Shipped","1","INR","85.78","90","Anand","Gujarat","388001","school","175.78","NCERT","National Council of Education Research and Training","18","15.4404","70.3396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1461","2019-04-07T09:32:17+00:00","4/7/2019","9:32 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","0","B07FWYXZW","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","BIDHAN NAGAR","WEST BENGAL","700098","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1462","2019-04-07T10:25:31+00:00","4/7/2019","10:25 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","0","B07FWYXTT","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","GHAZIABAD","UTTAR PRADESH","201012","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1463","2019-04-07T10:43:36+00:00","4/7/2019","10:43 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","1","B07FWVWYW","F","Science Textbook for Class - 6  - 652","Shipped","2","INR","182","140","BHIND","MADHYA PRADESH","477001","school","322","NCERT","National Council of Education Research and Training","18","32.76","149.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1464","2019-04-07T11:41:02+00:00","4/7/2019","11:41 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","0","B07FWYSXZ","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","GURUGRAM","HARYANA","122002","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1465","2019-04-07T11:49:14+00:00","4/7/2019","11:49 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","1","B07FWVUUX","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","Bhubaneswar","ODISHA","751030","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1466","2019-04-07T11:51:13+00:00","4/7/2019","11:51 AM","2019 - Q2","2","2019","4","7","0","0","7","0","1","0","0","0","0","B07FWVVZT","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","JAIPUR","RAJASTHAN","302017","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1467","2019-04-07T12:34:46+00:00","4/7/2019","12:34 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","1","B07FWWTRU","F","Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755","Shipped","1","INR","85.78","90","LUCKNOW","UTTAR PRADESH","226022","school","175.78","NCERT","National Council of Education Research and Training","18","15.4404","70.3396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1468","2019-04-07T12:38:58+00:00","4/7/2019","12:38 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","1","B07FWYYXQ","F","Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644","Shipped","1","INR","108","70","KHAMBHAT","GUJARAT","388620","school","178","NCERT","National Council of Education Research and Training","18","19.44","88.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1469","2019-04-07T12:38:58+00:00","4/7/2019","12:38 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","1","B07FWWSQV","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","70","KHAMBHAT","GUJARAT","388620","school","161","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1470","2019-04-07T12:45:04+00:00","4/7/2019","12:45 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","1","B07FWWWVR","F","Bal RamKatha - TextBook in Hindi for Class - 6  - 645","Shipped","1","INR","155","70","BENGALURU","KARNATAKA","560048","School","225","NCERT","National Council of Education Research and Training (2014)","18","27.9","127.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1471","2019-04-07T12:45:04+00:00","4/7/2019","12:45 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","1","B07FWVWZQ","F","Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644","Shipped","1","INR","108","70","MUMBAI","MAHARASHTRA","400103","school","178","NCERT","National Council of Education Research and Training","18","19.44","88.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1472","2019-04-07T12:46:00+00:00","4/7/2019","12:46 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","0","B07FWYZWX","M","Bal RamKatha - TextBook in Hindi for Class - 6  - 645","Shipped","2","INR","310","113.33","HYDERABAD","TELANGANA","500047","School","423.33","NCERT","National Council of Education Research and Training (2014)","18","55.8","254.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1473","2019-04-07T12:46:00+00:00","4/7/2019","12:46 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","1","B07FWWSSS","F","Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644","Shipped","2","INR","216","113.33","HYDERABAD","TELANGANA","500047","school","329.33","NCERT","National Council of Education Research and Training","18","38.88","177.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1474","2019-04-07T12:46:00+00:00","4/7/2019","12:46 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","0","B07FWWTUU","M","Science Textbook for Class - 6  - 652","Shipped","2","INR","182","113.34","Bellare","KARNATAKA","574212","school","295.34","NCERT","National Council of Education Research and Training","18","32.76","149.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1475","2019-04-07T12:58:08+00:00","4/7/2019","12:58 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","1","B07FWXUTW","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","CUTTACK","ODISHA","753004","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1476","2019-04-07T13:55:56+00:00","4/7/2019","1:55 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","0","B07FWVVVR","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","BILIMORA","GUJARAT","396380","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1477","2019-04-07T14:24:33+00:00","4/7/2019","2:24 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","0","B07FWWYTR","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","GURUGRAM","HARYANA","122011","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1478","2019-04-07T15:00:32+00:00","4/7/2019","3:00 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","1","B07FWWUUW","F","Bal RamKatha - TextBook in Hindi for Class - 6  - 645","Shipped","1","INR","155","70","GHAZIABAD","UTTAR PRADESH","201013","School","225","NCERT","National Council of Education Research and Training (2014)","18","27.9","127.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1479","2019-04-07T15:00:32+00:00","4/7/2019","3:00 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","1","B07FWYBZX","F","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","70","GHAZIABAD","UTTAR PRADESH","201013","school","161","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1480","2019-04-07T15:20:11+00:00","4/7/2019","3:20 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","0","B07FWXTWS","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","GREATER NOIDA","UTTAR PRADESH","201312","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1481","2019-04-07T15:20:36+00:00","4/7/2019","3:20 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","1","B07FWXUUW","F","Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755","Shipped","2","INR","171.56","140","AHMEDABAD","GUJARAT","382418","school","311.56","NCERT","National Council of Education Research and Training","18","30.8808","140.6792","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1482","2019-04-07T15:43:18+00:00","4/7/2019","3:43 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","0","B07FWYTUV","M","Science Textbook for Class - 6  - 652","Shipped","1","INR","91","90","Gandhinagar","Gujarat","382007","school","181","NCERT","National Council of Education Research and Training","18","16.38","74.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1483","2019-04-07T15:46:01+00:00","4/7/2019","3:46 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","1","0","0","1","B07FWWYYS","F","Bal RamKatha - TextBook in Hindi for Class - 6  - 645","Shipped","2","INR","310","140","Mumbai","Maharashtra","400089","School","450","NCERT","National Council of Education Research and Training (2014)","18","55.8","254.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1484","2019-04-07T16:00:19+00:00","4/7/2019","4:00 PM","2019 - Q2","2","2019","4","7","0","0","7","0","0","0","1","0","0","B07FWVYYT","M","Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644","Shipped","1","INR","108","70","Mumbai","Maharashtra","400089","school","178","NCERT","National Council of Education Research and Training","18","19.44","88.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
